source,model_class,paper_model_label,dataset_group,dataset,metric_name,metric_value,lower_is_better,in_core_57
TabPFN_paper/master_pivot,Paper_PLS,PLS,MILK,Milk_Fat_1224_KS,RMSEP,0.0847539240564736,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,MILK,Milk_Lactose_1224_KS,RMSEP,0.0554576865613542,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,MILK,Milk_Urea_1224_KS,RMSEP,4.161019323655071,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,PHOSPHORUS,LP_spxyG,RMSEP,0.1820014727143898,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,PHOSPHORUS,MP_spxyG,RMSEP,0.0212033895694146,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,PHOSPHORUS,NP_spxyG,RMSEP,0.1024775858943483,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,PHOSPHORUS,Pi_spxyG,RMSEP,0.1934192007908236,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,PHOSPHORUS,V25_spxyG,RMSEP,0.3043669902243574,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,PLUMS,Firmness_spxy70,RMSEP,0.4653151011794641,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,QUARTZ,Quartz_spxy70,RMSEP,3.3987655009200003e-09,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,TABLET,Escitalopramt_310_Zhao,RMSEP,0.337655637335533,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,WOOD_density,WOOD_Density_402_Olale,RMSEP,0.1283914545581485,True,True
TabPFN_paper/master_pivot,Paper_PLS,PLS,WOOD_density,WOOD_N_402_Olale,RMSEP,0.050733292038705,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,ALPINE,ALPINE_P_291_KS,RMSEP,0.0589773153713793,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,AMYLOSE,Rice_Amylose_313_YbasedSplit,RMSEP,1.8817195843299133,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BEEFMARBLING,Beef_Marbling_RandomSplit,RMSEP,73.35482910231548,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BEER,Beer_OriginalExtract_60_KS,RMSEP,0.3741797904845931,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BEER,Beer_OriginalExtract_60_YbaseSplit,RMSEP,0.1910032468197337,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BERRY,brix_groupSampleID_stratDateVar_balRows,RMSEP,3.494102191987137,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BERRY,ph_groupSampleID_stratDateVar_balRows,RMSEP,0.3133418251470631,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BERRY,ta_groupSampleID_stratDateVar_balRows,RMSEP,1.801255958563449,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BISCUIT,Biscuit_Fat_40_RandomSplit,RMSEP,0.4834005245128199,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,BISCUIT,Biscuit_Sucrose_40_RandomSplit,RMSEP,1.1462177673520162,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,COLZA,C_woOutlier,RMSEP,2.249895808738,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,COLZA,N_wOutlier,RMSEP,0.2677192893391858,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,COLZA,N_woOutlier,RMSEP,0.2263305091990318,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,RMSEP,0.0425519237170362,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,RMSEP,0.1969116408407737,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DIESEL,DIESEL_bp50_246_b-a,RMSEP,2.838465222966137,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DIESEL,DIESEL_bp50_246_hla-b,RMSEP,2.719963167674533,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DIESEL,DIESEL_bp50_246_hlb-a,RMSEP,2.7879913509722343,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DarkResp,Rd25_CBtestSite,RMSEP,0.2368010415215184,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DarkResp,Rd25_GTtestSite,RMSEP,0.1967872404012098,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DarkResp,Rd25_XSBNtestSite,RMSEP,0.2630907924365289,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,DarkResp,Rd25_spxy70,RMSEP,0.1736482467231991,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,ECOSIS_LeafTraits,Ccar_spxyG_block2deg,RMSEP,66.63105982394346,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,RMSEP,72.88079011425634,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,ECOSIS_LeafTraits,Chla+b_spxyG_species,RMSEP,63.69881633405782,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,FUSARIUM,Fv_Fm_grp70_30,RMSEP,0.0283570670054036,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,GRAPEVINES,grapevine_chloride_556_KS,RMSEP,914.9612915669088,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,RMSEP,4.146281677356247,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,RMSEP,3.647020583392548,True,True
TabPFN_paper/master_pivot,Paper_Ridge,Ridge,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,RMSEP,4.127200381549012,True,True
