source,model,dataset_group,dataset,task,metric_name,metric_value,lower_is_better
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PLUMS,Firmness_spxy70,regression,RMSEP,0.4697894084522395,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PEACH,Brix_spxy70,regression,RMSEP,1.961458415156773,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BEER,Beer_OriginalExtract_60_KS,regression,RMSEP,0.4840009818237816,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BEER,Beer_OriginalExtract_60_YbaseSplit,regression,RMSEP,0.4821967666034137,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BISCUIT,Biscuit_Sucrose_40_RandomSplit,regression,RMSEP,3.019082236732202,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BISCUIT,Biscuit_Fat_40_RandomSplit,regression,RMSEP,0.6878219946186349,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,IncombustibleMaterial,TIC_spxy70,regression,RMSEP,4.179385991122897,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,regression,RMSEP,0.0669004018957692,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,regression,RMSEP,0.1973599463815778,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,RMSEP,1.9425809663077729,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,regression,RMSEP,4.090207099059848,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,RMSEP,4.841057345602286,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,regression,RMSEP,4.324342041360461,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,regression,RMSEP,5.22483100427357,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DIESEL,DIESEL_bp50_246_b-a,regression,RMSEP,3.1597425866270337,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DIESEL,DIESEL_bp50_246_hla-b,regression,RMSEP,2.7795655114591744,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DIESEL,DIESEL_bp50_246_hlb-a,regression,RMSEP,2.958643990126626,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MALARIA,Malaria_Sporozoite_229_Maia,regression,RMSEP,35631.91749414301,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PHOSPHORUS,V25_spxyG,regression,RMSEP,0.3504384875169691,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PHOSPHORUS,LP_spxyG,regression,RMSEP,0.1885730868279003,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PHOSPHORUS,Pi_spxyG,regression,RMSEP,0.174305323073996,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PHOSPHORUS,NP_spxyG,regression,RMSEP,0.1085970331727802,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,PHOSPHORUS,MP_spxyG,regression,RMSEP,0.0209070989441771,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MILK,Milk_Fat_1224_KS,regression,RMSEP,0.094442190510511,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,AMYLOSE,Rice_Amylose_313_YbasedSplit,regression,RMSEP,3.3590334949040304,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,TABLET,Escitalopramt_310_Zhao,regression,RMSEP,0.5203664673887622,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,QUARTZ,Quartz_spxy70,regression,RMSEP,0.9472775682207678,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,WOOD_density,WOOD_Density_402_Olale,regression,RMSEP,0.1316140707637948,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,WOOD_density,WOOD_N_402_Olale,regression,RMSEP,0.0486513173011587,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MALARIA,Malaria_Oocist_333_Maia,regression,RMSEP,9633.06071274728,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,ALPINE,ALPINE_P_291_KS,regression,RMSEP,0.0595661399307662,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DarkResp,Rd25_GTtestSite,regression,RMSEP,0.2004846690008244,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DarkResp,Rd25_XSBNtestSite,regression,RMSEP,0.2808440817064049,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DarkResp,Rd25_CBtestSite,regression,RMSEP,0.2339507436247258,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,DarkResp,Rd25_spxy70,regression,RMSEP,0.1798051837311846,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MANURE21,All_manure_CaO_SPXY_strat_Manure_type,regression,RMSEP,8.051895365182393,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,regression,RMSEP,1.7742537535867973,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MANURE21,All_manure_K2O_SPXY_strat_Manure_type,regression,RMSEP,2.5721798037679977,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MANURE21,All_manure_MgO_SPXY_strat_Manure_type,regression,RMSEP,0.778600742606652,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,regression,RMSEP,2.6906261413191066,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,FUSARIUM,Fv_Fm_grp70_30,regression,RMSEP,0.0329369967781742,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINES,grapevine_chloride_556_KS,regression,RMSEP,995.8187006580434,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BEEFMARBLING,Beef_Marbling_RandomSplit,regression,RMSEP,74.74748646920496,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MILK,Milk_Lactose_1224_KS,regression,RMSEP,0.0601645882212601,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,MILK,Milk_Urea_1224_KS,regression,RMSEP,4.400887922915212,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BERRY,ph_groupSampleID_stratDateVar_balRows,regression,RMSEP,0.3410361777510142,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BERRY,ta_groupSampleID_stratDateVar_balRows,regression,RMSEP,2.2022035178848487,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,ECOSIS_LeafTraits,Ccar_spxyG_block2deg,regression,RMSEP,70.08189746632372,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,regression,RMSEP,0.3125373474036716,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,regression,RMSEP,0.5150614496768777,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,COLZA,N_woOutlier,regression,RMSEP,0.346006218858781,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,COLZA,C_woOutlier,regression,RMSEP,1.5986750188877916,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,COLZA,N_wOutlier,regression,RMSEP,0.3516788750363395,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,BERRY,brix_groupSampleID_stratDateVar_balRows,regression,RMSEP,4.41630233008364,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,regression,RMSEP,44.94281039018704,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,ECOSIS_LeafTraits,Chla+b_spxyG_species,regression,RMSEP,47.72713519601925,True
AOM_v0/tabpfn_comparison_per_dataset,Superblock-raw-simpls-numpy,LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,regression,RMSEP,5.361525981199574,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PLUMS,Firmness_spxy70,regression,RMSEP,0.4137976702461101,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PEACH,Brix_spxy70,regression,RMSEP,1.452654777932852,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BEER,Beer_OriginalExtract_60_KS,regression,RMSEP,0.2440712473468487,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BEER,Beer_OriginalExtract_60_YbaseSplit,regression,RMSEP,0.51886004751519,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BISCUIT,Biscuit_Sucrose_40_RandomSplit,regression,RMSEP,1.858505953735388,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BISCUIT,Biscuit_Fat_40_RandomSplit,regression,RMSEP,0.3635341949763641,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,IncombustibleMaterial,TIC_spxy70,regression,RMSEP,3.598210810939975,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,regression,RMSEP,0.0632704807118606,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,regression,RMSEP,0.1972009927466382,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,RMSEP,1.9708906192497533,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,regression,RMSEP,4.144119912109182,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,RMSEP,3.939683869037638,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,regression,RMSEP,4.3147003116083145,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,regression,RMSEP,5.4163734949406654,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DIESEL,DIESEL_bp50_246_b-a,regression,RMSEP,3.153566743158964,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DIESEL,DIESEL_bp50_246_hla-b,regression,RMSEP,2.79444758531161,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DIESEL,DIESEL_bp50_246_hlb-a,regression,RMSEP,3.702809226906426,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MALARIA,Malaria_Sporozoite_229_Maia,regression,RMSEP,35344.80563503642,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PHOSPHORUS,V25_spxyG,regression,RMSEP,0.3655739401903135,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PHOSPHORUS,LP_spxyG,regression,RMSEP,0.1726221372879579,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PHOSPHORUS,Pi_spxyG,regression,RMSEP,0.196584090021808,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PHOSPHORUS,NP_spxyG,regression,RMSEP,0.1102311817385621,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,PHOSPHORUS,MP_spxyG,regression,RMSEP,0.0236125343288754,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MILK,Milk_Fat_1224_KS,regression,RMSEP,0.1080922122023569,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,AMYLOSE,Rice_Amylose_313_YbasedSplit,regression,RMSEP,1.8704609146383744,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,TABLET,Escitalopramt_310_Zhao,regression,RMSEP,0.4085437022835887,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,QUARTZ,Quartz_spxy70,regression,RMSEP,3.3987654938954034e-09,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,WOOD_density,WOOD_Density_402_Olale,regression,RMSEP,0.130826745911648,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,WOOD_density,WOOD_N_402_Olale,regression,RMSEP,0.0513744898359653,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MALARIA,Malaria_Oocist_333_Maia,regression,RMSEP,8772.700340149146,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,ALPINE,ALPINE_P_291_KS,regression,RMSEP,0.0602139375074288,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DarkResp,Rd25_GTtestSite,regression,RMSEP,0.2256719910537564,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DarkResp,Rd25_XSBNtestSite,regression,RMSEP,0.2274015416371717,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DarkResp,Rd25_CBtestSite,regression,RMSEP,0.2343203031321842,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,DarkResp,Rd25_spxy70,regression,RMSEP,0.1819333844612444,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MANURE21,All_manure_CaO_SPXY_strat_Manure_type,regression,RMSEP,7.556228457567122,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,regression,RMSEP,1.6819595040654185,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MANURE21,All_manure_K2O_SPXY_strat_Manure_type,regression,RMSEP,2.397313918206069,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MANURE21,All_manure_MgO_SPXY_strat_Manure_type,regression,RMSEP,0.7946789148284525,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,regression,RMSEP,2.3450488133561005,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,FUSARIUM,Fv_Fm_grp70_30,regression,RMSEP,0.0301112352057618,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINES,grapevine_chloride_556_KS,regression,RMSEP,975.365975333504,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BEEFMARBLING,Beef_Marbling_RandomSplit,regression,RMSEP,75.29365396141877,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MILK,Milk_Lactose_1224_KS,regression,RMSEP,0.0704014373453278,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,MILK,Milk_Urea_1224_KS,regression,RMSEP,4.310629195308152,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BERRY,ph_groupSampleID_stratDateVar_balRows,regression,RMSEP,0.3448134019201602,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BERRY,ta_groupSampleID_stratDateVar_balRows,regression,RMSEP,2.19608820546902,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,ECOSIS_LeafTraits,Ccar_spxyG_block2deg,regression,RMSEP,70.98125640040081,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,regression,RMSEP,0.3115518940069768,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,regression,RMSEP,0.464596659484485,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,COLZA,N_woOutlier,regression,RMSEP,0.3597072369741967,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,COLZA,C_woOutlier,regression,RMSEP,1.9773736551105028,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,COLZA,N_wOutlier,regression,RMSEP,0.3511313039469402,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,BERRY,brix_groupSampleID_stratDateVar_balRows,regression,RMSEP,4.340543517256901,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,regression,RMSEP,44.74896317712065,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,ECOSIS_LeafTraits,Chla+b_spxyG_species,regression,RMSEP,49.62585242726729,True
AOM_v0/tabpfn_comparison_per_dataset,AOM-explorer-simpls-numpy,LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,regression,RMSEP,4.982404111758136,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PLUMS,Firmness_spxy70,regression,RMSEP,0.3770677218964304,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PEACH,Brix_spxy70,regression,RMSEP,2.0181761646620417,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BEER,Beer_OriginalExtract_60_KS,regression,RMSEP,0.204183224569868,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BEER,Beer_OriginalExtract_60_YbaseSplit,regression,RMSEP,0.2107115974147587,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BISCUIT,Biscuit_Sucrose_40_RandomSplit,regression,RMSEP,4.346934040836885,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BISCUIT,Biscuit_Fat_40_RandomSplit,regression,RMSEP,0.5490983541729896,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,IncombustibleMaterial,TIC_spxy70,regression,RMSEP,3.0921315473314235,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,regression,RMSEP,0.0221767524674975,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,regression,RMSEP,0.169468096792113,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,RMSEP,1.5559010794745658,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,regression,RMSEP,3.904052294157057,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,RMSEP,4.353367958873357,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,regression,RMSEP,4.34270165925013,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,regression,RMSEP,5.524703973348358,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DIESEL,DIESEL_bp50_246_b-a,regression,RMSEP,3.239244160160377,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DIESEL,DIESEL_bp50_246_hla-b,regression,RMSEP,2.7299217516730856,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DIESEL,DIESEL_bp50_246_hlb-a,regression,RMSEP,3.7028092269062,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MALARIA,Malaria_Sporozoite_229_Maia,regression,RMSEP,35459.12504496321,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PHOSPHORUS,V25_spxyG,regression,RMSEP,0.3414635160305264,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PHOSPHORUS,LP_spxyG,regression,RMSEP,0.1728182123039682,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PHOSPHORUS,Pi_spxyG,regression,RMSEP,0.1995011306179042,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PHOSPHORUS,NP_spxyG,regression,RMSEP,0.1241455025049699,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,PHOSPHORUS,MP_spxyG,regression,RMSEP,0.0193104629979034,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MILK,Milk_Fat_1224_KS,regression,RMSEP,0.1088748356704669,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,AMYLOSE,Rice_Amylose_313_YbasedSplit,regression,RMSEP,1.887250936411186,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,TABLET,Escitalopramt_310_Zhao,regression,RMSEP,0.3722321369439163,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,QUARTZ,Quartz_spxy70,regression,RMSEP,3.3915181690347483e-09,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,WOOD_density,WOOD_Density_402_Olale,regression,RMSEP,0.1392575584438161,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,WOOD_density,WOOD_N_402_Olale,regression,RMSEP,0.0504005592490464,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MALARIA,Malaria_Oocist_333_Maia,regression,RMSEP,8634.717302626466,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,ALPINE,ALPINE_P_291_KS,regression,RMSEP,0.0673304408295096,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DarkResp,Rd25_GTtestSite,regression,RMSEP,0.2040336712896281,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DarkResp,Rd25_XSBNtestSite,regression,RMSEP,0.2636621588493358,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DarkResp,Rd25_CBtestSite,regression,RMSEP,0.2472286670389493,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,DarkResp,Rd25_spxy70,regression,RMSEP,0.1802349854499947,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MANURE21,All_manure_CaO_SPXY_strat_Manure_type,regression,RMSEP,7.689144687644491,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,regression,RMSEP,1.7226059052206817,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MANURE21,All_manure_K2O_SPXY_strat_Manure_type,regression,RMSEP,2.5068585941707413,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MANURE21,All_manure_MgO_SPXY_strat_Manure_type,regression,RMSEP,0.7168578848596966,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,regression,RMSEP,2.718172483599492,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,FUSARIUM,Fv_Fm_grp70_30,regression,RMSEP,0.0332806883930885,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINES,grapevine_chloride_556_KS,regression,RMSEP,962.7481467656507,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BEEFMARBLING,Beef_Marbling_RandomSplit,regression,RMSEP,72.78278528303186,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MILK,Milk_Lactose_1224_KS,regression,RMSEP,0.0579541920544847,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,MILK,Milk_Urea_1224_KS,regression,RMSEP,4.25264082854829,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BERRY,ph_groupSampleID_stratDateVar_balRows,regression,RMSEP,0.351312840826744,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,BERRY,ta_groupSampleID_stratDateVar_balRows,regression,RMSEP,1.8733143731199768,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,ECOSIS_LeafTraits,Ccar_spxyG_block2deg,regression,RMSEP,81.25415965345289,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,regression,RMSEP,0.3099387942566558,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,regression,RMSEP,0.4578914547887119,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,COLZA,N_woOutlier,regression,RMSEP,0.3393929425576843,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,COLZA,C_woOutlier,regression,RMSEP,2.3275312230993297,True
AOM_v0/tabpfn_comparison_per_dataset,nirs4all-AOM-PLS-default,COLZA,N_wOutlier,regression,RMSEP,0.3481335738414491,True
