schema_version,preset,cohort,dataset,task,canonical_name,model_class,module,selection,seed,status,error_message,n_train,n_test,n_features,rmsep,mae,r2,balanced_accuracy,macro_f1,score_metric,score_value,lower_is_better,ref_pls_score,score_ratio_vs_pls,fit_time_s,predict_time_s,started_at,ended_at,host,config_template,notes
0.1.0,fast_reliable,full57,Beef_Marbling_RandomSplit,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,554,278,331,72.88424944675242,56.646766456443274,0.4614381309718437,,,rmsep,72.88424944675242,True,,,2.045929763931781,0.057518251007422805,2026-05-09T13:58:13.182921+00:00,2026-05-09T13:58:15.288596+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Beer_OriginalExtract_60_KS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,20,576,0.2368898225553062,0.20433418297066575,0.9780704601218655,,,rmsep,0.2368898225553062,True,,,2.010887580923736,0.005533010000362992,2026-05-09T13:58:15.288717+00:00,2026-05-09T13:58:17.307478+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Beer_OriginalExtract_60_YbaseSplit,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,20,576,0.25378318787095483,0.19881542104480565,0.9891873319462577,,,rmsep,0.25378318787095483,True,,,2.048427734989673,0.004940735991112888,2026-05-09T13:58:17.307599+00:00,2026-05-09T13:58:19.363368+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,brix_groupSampleID_stratDateVar_balRows,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1434,699,2101,3.895212884477019,3.071859493966812,0.4920548222624024,,,rmsep,3.895212884477019,True,,,10.372022177092731,0.6300180259859189,2026-05-09T13:58:19.363497+00:00,2026-05-09T13:58:30.367969+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,ph_groupSampleID_stratDateVar_balRows,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,912,489,2101,0.3416469816565405,0.2686457865383695,0.4508453268806797,,,rmsep,0.3416469816565405,True,,,7.914643801981583,0.44460005802102387,2026-05-09T13:58:30.368728+00:00,2026-05-09T13:58:38.730301+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,ta_groupSampleID_stratDateVar_balRows,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,912,489,2101,1.9377231141503442,1.5157637288791816,0.3734281265589964,,,rmsep,1.9377231141503442,True,,,8.98726180405356,0.4538143239915371,2026-05-09T13:58:38.731719+00:00,2026-05-09T13:58:48.175409+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Biscuit_Fat_40_RandomSplit,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,32,700,0.4371357596760838,0.30949299863288804,0.9511801122376952,,,rmsep,0.4371357596760838,True,,,2.233638917095959,0.008640314918011427,2026-05-09T13:58:48.176754+00:00,2026-05-09T13:58:50.423980+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Biscuit_Sucrose_40_RandomSplit,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,32,700,0.8816983400513638,0.7223275006979213,0.9487178023201027,,,rmsep,0.8816983400513638,True,,,2.1219199610641226,0.009026298997923732,2026-05-09T13:58:50.424089+00:00,2026-05-09T13:58:52.557277+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,C_woOutlier,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1210,1209,1154,3.826029108336557,0.9582615582826745,-0.8708361692622513,,,rmsep,3.826029108336557,True,,,5.306088650017045,0.5019791841041297,2026-05-09T13:58:52.557388+00:00,2026-05-09T13:58:58.367907+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,N_wOutlier,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1220,1207,1154,0.3494512531568528,0.25454961188644837,0.9433628675929906,,,rmsep,0.3494512531568528,True,,,5.36456374800764,0.4813277400098741,2026-05-09T13:58:58.368088+00:00,2026-05-09T13:59:04.219834+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,N_woOutlier,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1205,1207,1154,0.2814216379176544,0.20495421029688185,0.9632681311693795,,,rmsep,0.2814216379176544,True,,,5.349211459048092,0.4828136349096894,2026-05-09T13:59:04.219998+00:00,2026-05-09T13:59:10.056331+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Corn_Oil_80_ZhengChenPelegYbaseSplit,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,64,16,700,0.01894493902493735,0.01611374251676595,0.9881260429221667,,,rmsep,0.01894493902493735,True,,,2.1442986249458045,0.004659825935959816,2026-05-09T13:59:10.058233+00:00,2026-05-09T13:59:12.210531+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Corn_Starch_80_ZhengChenPelegYbaseSplit,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,64,16,700,0.1585342034390403,0.12857107409435597,0.9604512243720589,,,rmsep,0.1585342034390403,True,,,2.1424993119435385,0.004837787942960858,2026-05-09T13:59:12.210683+00:00,2026-05-09T13:59:14.360350+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,DIESEL_bp50_246_b-a,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,113,113,401,3.2246195178383905,2.5983501218426963,0.9531530956202098,,,rmsep,3.2246195178383905,True,,,1.9124903440242633,0.022317572962492704,2026-05-09T13:59:14.360454+00:00,2026-05-09T13:59:16.297632+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,DIESEL_bp50_246_hla-b,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,133,113,401,3.1138070341002475,2.3688403518620795,0.9668096281178312,,,rmsep,3.1138070341002475,True,,,1.9227763060480356,0.0226703459629789,2026-05-09T13:59:16.297771+00:00,2026-05-09T13:59:18.245638+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,DIESEL_bp50_246_hlb-a,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,133,113,401,3.164037934804842,2.4063875591594366,0.9548968052331661,,,rmsep,3.164037934804842,True,,,1.911474252003245,0.021524786949157715,2026-05-09T13:59:18.245788+00:00,2026-05-09T13:59:20.181182+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Rd25_CBtestSite,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,324,146,2151,0.24171585040052626,0.19965792339185054,0.2689384118474162,,,rmsep,0.24171585040052626,True,,,6.371977424016222,0.12286859494633973,2026-05-09T13:59:20.181320+00:00,2026-05-09T13:59:26.678777+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Rd25_GTtestSite,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,297,173,2151,0.31945492658920016,0.2694147660016236,-0.8147710343594543,,,rmsep,0.31945492658920016,True,,,6.466853599064052,0.1356402230449021,2026-05-09T13:59:26.680202+00:00,2026-05-09T13:59:33.285341+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Rd25_XSBNtestSite,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,319,151,2151,0.26566782157922125,0.2118912840026488,0.1562326987002023,,,rmsep,0.26566782157922125,True,,,6.82014575402718,0.12078137090429664,2026-05-09T13:59:33.286208+00:00,2026-05-09T13:59:40.229386+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Rd25_spxy70,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,329,141,2151,0.18633119300969317,0.14563272698669763,0.4855907864734115,,,rmsep,0.18633119300969317,True,,,6.023581012967043,0.1101601340342313,2026-05-09T13:59:40.231314+00:00,2026-05-09T13:59:46.367270+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Ccar_spxyG_block2deg,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1016,3229,196,55.29206830858165,29.304475178106212,-473.99575028984214,,,rmsep,55.29206830858165,True,,,1.910089235054329,0.4455768760526553,2026-05-09T13:59:46.368105+00:00,2026-05-09T13:59:48.726153+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Chla+b_spxyG_block2deg,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,2925,3925,196,89.05868787095295,47.13557779225598,-49.127904171185484,,,rmsep,89.05868787095295,True,,,2.6925169619498774,0.5375242530135438,2026-05-09T13:59:48.726289+00:00,2026-05-09T13:59:51.958765+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Chla+b_spxyG_species,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,3734,3116,196,75.83482438734458,34.614288333160296,-22.99405989369903,,,rmsep,75.83482438734458,True,,,3.802292710985057,0.40135155199095607,2026-05-09T13:59:51.958921+00:00,2026-05-09T13:59:56.167122+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,LMA_spxyG_block2deg,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,39225,6192,196,23.15950486565532,14.639211568821038,0.7091807368627954,,,rmsep,23.15950486565532,True,,,29.9097099439241,0.8255019889911637,2026-05-09T13:59:56.167322+00:00,2026-05-09T14:00:26.906056+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,FinalScore_grp70_30_scoreQ,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,failed,fit_error: ValueError: array must not contain infs or NaNs,,,,,,,,,,,True,,,1.436246633529663,,2026-05-09T14:00:26.906249+00:00,2026-05-09T14:00:28.342462+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,
0.1.0,fast_reliable,full57,Fv_Fm_grp70_30,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,351,167,2177,0.030722997175157342,0.021645926164156643,0.31965186162022796,,,rmsep,0.030722997175157342,True,,,6.436817383975722,0.13646120100747794,2026-05-09T14:00:28.342616+00:00,2026-05-09T14:00:34.918311+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Tleaf_grp70_30,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,failed,fit_error: ValueError: array must not contain infs or NaNs,,,,,,,,,,,True,,,1.7444157600402832,,2026-05-09T14:00:34.919808+00:00,2026-05-09T14:00:36.664195+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,
0.1.0,fast_reliable,full57,grapevine_chloride_556_KS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,388,167,1023,946.4330297800437,734.2023276987327,0.5991541760814614,,,rmsep,946.4330297800437,True,,,2.9450303320772946,0.0613063620403409,2026-05-09T14:00:36.664286+00:00,2026-05-09T14:00:39.672912+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,An_spxyG70_30_byCultivar_ASD,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,78,34,2101,3.7911966874422904,3.030505743286977,-0.12064994645029814,,,rmsep,3.7911966874422904,True,,,3.867397101013921,0.029854131978936493,2026-05-09T14:00:39.673040+00:00,2026-05-09T14:00:43.572840+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,An_spxyG70_30_byCultivar_MicroNIR,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,81,35,125,3.6222343511579638,2.7655669620193737,0.20519105953583516,,,rmsep,3.6222343511579638,True,,,1.5035916799679399,0.004442494013346732,2026-05-09T14:00:43.574260+00:00,2026-05-09T14:00:45.084511+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,80,35,276,3.6176132558201846,2.936541265825285,0.20721773405485266,,,rmsep,3.6176132558201846,True,,,1.75225550099276,0.005834197974763811,2026-05-09T14:00:45.084610+00:00,2026-05-09T14:00:46.844928+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,An_spxyG70_30_byCultivar_NeoSpectra,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,82,37,257,4.977813573445096,3.8442900477100506,-0.36940483188907103,,,rmsep,4.977813573445096,True,,,1.7566056080395356,0.0058029500069096684,2026-05-09T14:00:46.845038+00:00,2026-05-09T14:00:48.609926+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,LMA_spxyG70_30_byCultivar_ASD,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1092,472,2101,0.3094903304999114,0.23885929306613865,0.9112992932577603,,,rmsep,0.3094903304999114,True,,,9.100238093989901,0.44251311803236604,2026-05-09T14:00:48.610053+00:00,2026-05-09T14:00:58.155117+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,77,35,276,1.311399393762143,1.1231813820723122,0.3994601866681158,,,rmsep,1.311399393762143,True,,,1.727335625095293,0.006326101021841168,2026-05-09T14:00:58.159841+00:00,2026-05-09T14:00:59.895739+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,TIC_spxy70,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,43,19,254,3.697718775126766,2.8823610153846886,0.7038357372362223,,,rmsep,3.697718775126766,True,,,1.6990053090266883,0.0029756559524685144,2026-05-09T14:00:59.895870+00:00,2026-05-09T14:01:01.600187+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,LUCAS_SOC_Cropland_8731_NocitaKS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,6111,2620,4200,4.85476339372522,3.6571749415005192,0.4391423175128075,,,rmsep,4.85476339372522,True,,,65.95442250801716,4.713219061028212,2026-05-09T14:01:01.600293+00:00,2026-05-09T14:02:12.270578+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,LUCAS_SOC_all_26650_NocitaKS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,13325,5711,4200,12.877346459973879,8.76408749334532,0.14165101129084445,,,rmsep,12.877346459973879,True,,,133.50498229905497,9.838705014088191,2026-05-09T14:02:12.279705+00:00,2026-05-09T14:04:35.628782+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,LUCAS_pH_Organic_1763_LiuRandomOrganic,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1175,588,4200,0.40939684609422716,0.29920954674418926,0.8646340416577587,,,rmsep,0.40939684609422716,True,,,17.17923799797427,0.9170197859639302,2026-05-09T14:04:35.638059+00:00,2026-05-09T14:04:53.738822+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Malaria_Oocist_333_Maia,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,227,106,2151,7892.168943164892,3651.6117378512204,-0.03839406145598434,,,rmsep,7892.168943164892,True,,,4.290552653954364,0.08315369405318052,2026-05-09T14:04:53.746538+00:00,2026-05-09T14:04:58.123625+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Malaria_Sporozoite_229_Maia,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,138,91,2151,34084.862111630864,16713.09198024191,-0.05685338339275803,,,rmsep,34084.862111630864,True,,,4.85973720101174,0.0775332449702546,2026-05-09T14:04:58.125185+00:00,2026-05-09T14:05:03.064666+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,All_manure_CaO_SPXY_strat_Manure_type,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,343,147,1003,7.235524415543667,5.462285468787361,0.6533848349235071,,,rmsep,7.235524415543667,True,,,3.1445080699631944,0.054700187989510596,2026-05-09T14:05:03.065740+00:00,2026-05-09T14:05:06.267285+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,All_manure_K2O_SPXY_strat_Manure_type,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,343,147,1003,2.1539125416628306,1.6150233436952697,0.8766981604348866,,,rmsep,2.1539125416628306,True,,,2.938384098932147,0.05423476290889084,2026-05-09T14:05:06.267411+00:00,2026-05-09T14:05:09.262399+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,All_manure_MgO_SPXY_strat_Manure_type,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,343,147,1003,0.7804626452849234,0.5589257725492889,0.8907699776993503,,,rmsep,0.7804626452849234,True,,,3.014836563030258,0.054292666958644986,2026-05-09T14:05:09.262528+00:00,2026-05-09T14:05:12.333921+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,All_manure_P2O5_SPXY_strat_Manure_type,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,343,147,1003,2.668656286973689,2.009458434835283,0.8666978689906989,,,rmsep,2.668656286973689,True,,,3.020441377069801,0.05332124896813184,2026-05-09T14:05:12.334050+00:00,2026-05-09T14:05:15.410117+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,All_manure_Total_N_SPXY_strat_Manure_type,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,343,147,1003,1.5606693818800157,1.175407624813198,0.9521174486085219,,,rmsep,1.5606693818800157,True,,,3.0673219790915027,0.05349116900470108,2026-05-09T14:05:15.410249+00:00,2026-05-09T14:05:18.533358+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Milk_Fat_1224_KS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,181,221,255,0.09268685878593143,0.05871276839892584,0.9857877067348276,,,rmsep,0.09268685878593143,True,,,1.8623425050172955,0.03614174202084541,2026-05-09T14:05:18.533476+00:00,2026-05-09T14:05:20.434279+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Milk_Lactose_1224_KS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,856,368,255,0.056078974635860424,0.04343486315840355,0.8843954775489629,,,rmsep,0.056078974635860424,True,,,2.071760041057132,0.06023337598890066,2026-05-09T14:05:20.434408+00:00,2026-05-09T14:05:22.568679+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Milk_Urea_1224_KS,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,856,368,255,4.163727895185917,3.2170649959573487,0.3265783247468812,,,rmsep,4.163727895185917,True,,,2.055253161001019,0.0609558509895578,2026-05-09T14:05:22.568801+00:00,2026-05-09T14:05:24.687422+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Brix_spxy70,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,failed,dataset_load_error: EmptyDataError: No columns to parse from file,,,,,,,,,,,True,,,0.01657390594482422,,2026-05-09T14:05:24.687532+00:00,2026-05-09T14:05:24.704067+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,
0.1.0,fast_reliable,full57,LP_spxyG,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,169,88,2101,0.16456080211929447,0.13496477919490538,-0.78835643807065,,,rmsep,0.16456080211929447,True,,,4.535789325018413,0.07177468296140432,2026-05-09T14:05:24.704158+00:00,2026-05-09T14:05:29.313938+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,MP_spxyG,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,169,88,2101,0.021886286743237903,0.01588371121261085,-0.3501300106469827,,,rmsep,0.021886286743237903,True,,,4.217189127928577,0.06993220094591379,2026-05-09T14:05:29.314979+00:00,2026-05-09T14:05:33.604533+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,NP_spxyG,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,169,88,2101,0.13903792747772092,0.11863421322710345,-1.2704749841558516,,,rmsep,0.13903792747772092,True,,,4.324424606980756,0.07205122103914618,2026-05-09T14:05:33.605429+00:00,2026-05-09T14:05:38.004789+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Pi_spxyG,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,169,88,2101,0.21606651473765598,0.18184263169997952,-2.4431755577248704,,,rmsep,0.21606651473765598,True,,,4.248285097070038,0.06896880106069148,2026-05-09T14:05:38.005759+00:00,2026-05-09T14:05:42.325445+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,V25_spxyG,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,168,82,2101,0.3267842243993709,0.2809145795166528,-0.9343353803284289,,,rmsep,0.3267842243993709,True,,,4.094662235933356,0.06695093202870339,2026-05-09T14:05:42.326273+00:00,2026-05-09T14:05:46.490113+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,Firmness_spxy70,regression,ASLS-AOM-compact-cv5-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,28,12,600,0.32092785331420703,0.29287305457891005,-0.8521679591298885,,,rmsep,0.32092785331420703,True,,,2.1385510109830648,0.0035308850929141045,2026-05-09T14:05:46.491324+00:00,2026-05-09T14:05:48.635702+00:00,U108-N257,bench/scenarios/configs/asls_aom_compact_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,fast_reliable,full57,ALPINE_P_291_KS,regression,PLS-tuned-cv5,PLSRegression,sklearn.cross_decomposition,default,0,ok,,247,44,2151,0.06179312843855135,0.04585023300121978,0.6259803960362562,,,rmsep,0.06179312843855135,True,,,1.435374074964784,0.0008662849431857467,2026-05-09T14:05:48.635821+00:00,2026-05-09T14:05:50.073902+00:00,U108-N257,bench/scenarios/configs/pls_tuned_cv5.yaml,dispatch: provisional production fit/predict (D-C-006).
