dataset,database_name,pipeline,n_train,n_test,n_features,ref_rmse_pls,ref_rmse_paper_ridge,ref_rmse_tabpfn_raw,ref_rmse_tabpfn_opt,ref_rmse_cnn,ref_rmse_catboost,ref_rmse_aom_ridge_curated_best,status,error_message,rmsep,fit_time_s,predict_time_s,relative_rmsep_vs_pls,relative_rmsep_vs_paper_ridge,relative_rmsep_vs_tabpfn_raw,relative_rmsep_vs_tabpfn_opt,relative_rmsep_vs_cnn,relative_rmsep_vs_catboost,relative_rmsep_vs_aom_ridge_curated_best
LUCAS_pH_Organic_1763_LiuRandomOrganic,LUCAS,FCK-Ridge,1175,588,4200,0.3281973936518934,0.3307517321744063,0.3437161762845032,0.2503169152062248,0.2937801661651289,0.390868687416521,,OK,,0.8852658486677095,2.111519422964193,0.624381752917543,1.6973579491818809,1.6765267194455884,1.57557225917395,2.536580210483894,2.0133615220644825,1.2648676580335652,
LUCAS_pH_Organic_1763_LiuRandomOrganic,LUCAS,FCK-AOMPLS,1175,588,4200,0.3281973936518934,0.3307517321744063,0.3437161762845032,0.2503169152062248,0.2937801661651289,0.390868687416521,,OK,,0.517840322631921,278.2306549239438,0.8330931320087984,0.5778319165482917,0.5656465930732071,0.5065928180327788,1.0687388313542288,0.7626796573491339,0.3248447350813124,
LUCAS_pH_Organic_1763_LiuRandomOrganic,LUCAS,ASLS-FCK-PLS,1175,588,4200,0.3281973936518934,0.3307517321744063,0.3437161762845032,0.2503169152062248,0.2937801661651289,0.390868687416521,,OK,,0.4660791524852836,6.363971392042004,1.4821650229860095,0.4201183845464546,0.4091510554494053,0.3560000507497129,0.861956280906155,0.5864895121044638,0.1924187521028417,
LUCAS_pH_Organic_1763_LiuRandomOrganic,LUCAS,Concat-SNV-FCK-AOMPLS,1175,588,4200,0.3281973936518934,0.3307517321744063,0.3437161762845032,0.2503169152062248,0.2937801661651289,0.390868687416521,,OK,,0.4620465196887857,291.01376912696287,0.9156984189758076,0.4078311669313896,0.3969587298945645,0.3442676009124963,0.8458461718742678,0.5727628100975242,0.1821016483635988,
N_woOutlier,COLZA,PLS-baseline,1205,1207,1154,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322,0.2284955254602308,0.2540808169377002,,OK,,0.3952805684860383,0.1109619910130277,0.0033959379652515,0.6605783702488033,0.7464749665650876,0.8891904418330616,1.2274423276908537,0.7299269545426443,0.5557277139224559,
N_woOutlier,COLZA,FCK-PLS,1205,1207,1154,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322,0.2284955254602308,0.2540808169377002,,OK,,0.3453017563732672,1.3650297949789092,0.3287432310171425,0.4506167860427534,0.5256527173259431,0.6503234150544543,0.9458071286369774,0.5111970165619997,0.3590233238975067,
N_woOutlier,COLZA,FCK-Ridge,1205,1207,1154,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322,0.2284955254602308,0.2540808169377002,,OK,,0.6265189088813562,0.6695981050143018,0.2488058579619974,1.6320133889328998,1.7681593219516176,1.994363064239884,2.5304916254448093,1.7419307560593809,1.4658253087834514,
N_woOutlier,COLZA,FCK-AOMPLS,1205,1207,1154,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322,0.2284955254602308,0.2540808169377002,,OK,,0.362800916911029,103.53924454003572,0.352584276930429,0.5241309676222234,0.6029695607320316,0.7339583049623037,1.0444165063510376,0.5877812757176895,0.4278957431091175,
N_woOutlier,COLZA,ASLS-FCK-PLS,1205,1207,1154,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322,0.2284955254602308,0.2540808169377002,,OK,,0.3563054981189978,1.894439380965196,0.8337741100694984,0.4968436360109916,0.574270739636201,0.7029143223435588,1.00781422456202,0.5593543786090993,0.4023313621758497,
N_woOutlier,COLZA,Concat-SNV-FCK-AOMPLS,1205,1207,1154,0.2380378882249404,0.2263305091990318,0.209232780207432,0.1774593952768322,0.2284955254602308,0.2540808169377002,,OK,,0.3029699476949648,94.24777598399669,0.42213428998366,0.2727803542294287,0.3386173555087857,0.4480042151836936,0.7072634966570202,0.3259338321165337,0.1924156705197153,
Beer_OriginalExtract_60_KS,BEER,PLS-baseline,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.5043380353348211,0.0018046159530058503,0.0002627209760248661,0.33233252910826394,0.34784947813900535,1.0093900019682316,2.8823391781772867,,0.13137299483525555,2.2627320411359237
Beer_OriginalExtract_60_KS,BEER,FCK-PLS,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.1819718868588696,0.010978165897540748,0.001479713013395667,-0.5192766611696771,-0.5136779390912554,-0.2749852985988722,0.4007997338729701,,-0.5917855402782327,0.17723721837919904
Beer_OriginalExtract_60_KS,BEER,FCK-Ridge,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,1.1980962200685683,0.004343696986325085,0.0013343649916350842,2.165064808049379,2.201926588597788,3.773470167490842,8.222814002735936,,1.6876690109241652,6.750886611172196
Beer_OriginalExtract_60_KS,BEER,FCK-AOMPLS,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.2669358759010399,2.5210953089408576,0.0013334800023585558,-0.29482346019598915,-0.2866106543185126,0.0635293049949921,1.0548432528664478,,-0.40118725896484,0.7268977832552401
Beer_OriginalExtract_60_KS,BEER,ASLS-FCK-PLS,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.19305184118370616,0.029034983948804438,0.0066599700367078185,-0.4900062462222635,-0.48406662761318986,-0.2308404039394587,0.4860920135622664,,-0.56693006591607,0.24891716210179937
Beer_OriginalExtract_60_KS,BEER,Concat-SNV-FCK-AOMPLS,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.2507653865925296,2.6778152800397947,0.0018656229367479682,-0.337541770947671,-0.3298264818958604,-0.0008973637607825324,0.9303645901951934,,-0.4374622444609768,0.6222854599893655
