dataset,database_name,pipeline,n_train,n_test,n_features,ref_rmse_pls,ref_rmse_paper_ridge,ref_rmse_tabpfn_raw,ref_rmse_tabpfn_opt,ref_rmse_cnn,ref_rmse_catboost,ref_rmse_aom_ridge_curated_best,status,error_message,rmsep,fit_time_s,predict_time_s,relative_rmsep_vs_pls,relative_rmsep_vs_paper_ridge,relative_rmsep_vs_tabpfn_raw,relative_rmsep_vs_tabpfn_opt,relative_rmsep_vs_cnn,relative_rmsep_vs_catboost,relative_rmsep_vs_aom_ridge_curated_best
DIESEL_bp50_246_b-a,DIESEL,FCK-AOMPLS,113,113,401,3.2879436552500017,2.838465222966137,4.144354634385353,4.32793289222884,8.9960753312349,6.186257544946492,2.7344743390292003,OK,,3.3706519184136017,30.795121188042685,0.0173372890567407,0.0251550123225305,0.1874910043433051,-0.1866883469750409,-0.221186649066143,-0.62531973173785,-0.4551387662210956,0.2326507768985897
DIESEL_bp50_246_b-a,DIESEL,Concat-SNV-FCK-AOMPLS,113,113,401,3.2879436552500017,2.838465222966137,4.144354634385353,4.32793289222884,8.9960753312349,6.186257544946492,2.7344743390292003,OK,,5.4325378914043165,30.318475476000454,0.0225471309386193,0.6522600327198274,0.9138997537998468,0.3108284330522823,0.2552269239569047,-0.3961213427657473,-0.1218377424583435,0.986684538913241
Milk_Urea_1224_KS,MILK,PLS-baseline,856,368,255,4.161019323655071,4.191121229855326,4.332178844974017,3.9276846609334144,4.270099109768146,4.123773577115815,,OK,,4.701430855639707,0.0382523619337007,0.0005032359622418,0.1298747950802434,0.1217596909746265,0.0852347107262383,0.1969980437590455,0.1010121158276771,0.1400797758949481,
Milk_Urea_1224_KS,MILK,FCK-PLS,856,368,255,4.161019323655071,4.191121229855326,4.332178844974017,3.9276846609334144,4.270099109768146,4.123773577115815,,OK,,4.362124190903148,0.5647789359791204,0.0453173239948228,0.0483306737137247,0.0408012442660183,0.0069123060244551,0.1106095747173576,0.0215510410342674,0.0577991515125904,
Milk_Urea_1224_KS,MILK,FCK-AOMPLS,856,368,255,4.161019323655071,4.191121229855326,4.332178844974017,3.9276846609334144,4.270099109768146,4.123773577115815,,OK,,4.035626970500392,42.30494120996445,0.0726990039693191,-0.030135008612393,-0.0371008736868013,-0.0684532853064618,0.027482427660403,-0.0549102335192601,-0.0213752294996451,
Milk_Urea_1224_KS,MILK,Concat-SNV-FCK-AOMPLS,856,368,255,4.161019323655071,4.191121229855326,4.332178844974017,3.9276846609334144,4.270099109768146,4.123773577115815,,OK,,4.109303701648951,31.198701897985305,0.0260786790167912,-0.0124285945302202,-0.019521632450894,-0.0514464317611528,0.0462407388561521,-0.0376561302175315,-0.0035088918429376,
ALPINE_P_291_KS,ALPINE,PLS-baseline,247,44,2151,0.0622707496529526,0.0589773153713793,0.0595929243596609,0.0434172262265824,0.0664148023614497,0.0603528865617188,0.0580812657263183,OK,,0.068225436894183,0.0657358960015699,0.0009881739970296,0.0956257516477183,0.1568081128238629,0.1448580117065985,0.5713909621525233,0.027262514806253,0.1304419851470331,0.1746547882696738
ALPINE_P_291_KS,ALPINE,FCK-PLS,247,44,2151,0.0622707496529526,0.0589773153713793,0.0595929243596609,0.0434172262265824,0.0664148023614497,0.0603528865617188,0.0580812657263183,OK,,0.0576847740654706,0.6060453489189968,0.01442256802693,-0.0736457423917417,-0.0219159061033817,-0.0320197458791253,0.3286149088481576,-0.1314470266502878,-0.0442085316585426,-0.0068264982845925
ALPINE_P_291_KS,ALPINE,FCK-AOMPLS,247,44,2151,0.0622707496529526,0.0589773153713793,0.0595929243596609,0.0434172262265824,0.0664148023614497,0.0603528865617188,0.0580812657263183,OK,,0.0619641469755768,139.86593302397523,0.0442157220095396,-0.0049237030079861,0.0506437362465461,0.0397903382221165,0.427178849523993,-0.0670130035417566,0.0266973214646539,0.0668525590946111
ALPINE_P_291_KS,ALPINE,Concat-SNV-FCK-AOMPLS,247,44,2151,0.0622707496529526,0.0589773153713793,0.0595929243596609,0.0434172262265824,0.0664148023614497,0.0603528865617188,0.0580812657263183,OK,,0.0714123648389854,142.51363603107166,0.0529156749835237,0.1468043220449559,0.2108446169396294,0.1983363059679832,0.6447933469149838,0.0752477203852466,0.1832468819193413,0.2295249414068205
Rice_Amylose_313_YbasedSplit,AMYLOSE,PLS-baseline,203,110,1154,1.9053137710488337,1.8817195843299133,4.51115835426626,1.6324748680589178,4.345497073743923,3.581127726639834,1.9363073759915648,OK,,3.777264866022144,0.010577612905763,0.0004823390627279,0.9824896683252552,1.007347373900687,-0.1626840448972631,1.313827269214547,-0.1307634542329149,0.0547696575922873,0.9507568441130588
Rice_Amylose_313_YbasedSplit,AMYLOSE,FCK-PLS,203,110,1154,1.9053137710488337,1.8817195843299133,4.51115835426626,1.6324748680589178,4.345497073743923,3.581127726639834,1.9363073759915648,OK,,3.706602795506535,0.8895119020016864,0.052762166946195,0.9454028264678582,0.9697955138339428,-0.1783478866351138,1.2705420267289278,-0.1470244410237147,0.0350378647299558,0.9142636347229828
Rice_Amylose_313_YbasedSplit,AMYLOSE,FCK-AOMPLS,203,110,1154,1.9053137710488337,1.8817195843299133,4.51115835426626,1.6324748680589178,4.345497073743923,3.581127726639834,1.9363073759915648,OK,,3.0801548629253546,90.13701816496904,0.0656281260307878,0.6166129220961838,0.6368830343136425,-0.3172142006470659,0.8868007852321733,-0.2911846882751195,-0.1398924869358238,0.5907365230936208
Rice_Amylose_313_YbasedSplit,AMYLOSE,Concat-SNV-FCK-AOMPLS,203,110,1154,1.9053137710488337,1.8817195843299133,4.51115835426626,1.6324748680589178,4.345497073743923,3.581127726639834,1.9363073759915648,OK,,3.836474079993193,98.95659833401442,0.0795499209780246,1.013565502064942,1.0388128560395329,-0.1495589871357562,1.3500968713563868,-0.1171380362505167,0.0713033359446662,0.9813352609001812
Quartz_spxy70,QUARTZ,PLS-baseline,212,91,1500,3.3987655009200003e-09,3.3977579071917587e-09,0.0005494316147727,0.0004709108899428,0.0109287547359119,0.0069035822134068,3.398357209136491e-09,OK,,2.1779468591086217e-07,0.0286296929698437,0.0005651240935549,63.08052743030022,63.099530296103154,-0.9996036000112573,-0.9995375033991308,-0.9999800714087584,-0.9999684519313048,63.08822631279628
