y_true,y_pred
7.630000114440918,7.258198090916352
14.970000267028809,30.941107586801483
21.280000686645508,23.140670644709154
26.940000534057617,20.685107610670435
31.809999465942383,27.133779048163866
38.27000045776367,27.651880677510576
20.25,22.901207033238002
67.91999816894531,55.16451137796005
2.7899999618530273,-2.7943957655024496
55.630001068115234,55.810470501062355
27.459999084472656,28.240606976856984
10.960000038146973,33.612124935259125
1.3300000429153442,5.253960325200673
50.20000076293945,40.93402380975901
42.52000045776367,2.010727474612076
11.720000267028809,10.025495603977394
20.420000076293945,27.757185802365697
37.04999923706055,29.894969387588336
25.40999984741211,38.48366378455323
12.989999771118164,20.737736325534964
21.75,42.748471088108154
29.899999618530273,34.69001970828758
11.760000228881836,8.725546769196413
67.54000091552734,62.347289132960995
53.0099983215332,51.79140272511468
15.9399995803833,8.06561342394665
49.58000183105469,52.32697302550808
57.560001373291016,56.003963228326896
41.560001373291016,27.83955574701936
26.700000762939453,40.1803578614239
44.95000076293945,23.85086321106273
52.060001373291016,73.03514335302492
25.110000610351562,21.394951540682676
9.109999656677246,23.51340782844762
74.13999938964844,64.91737633659959
84.56999969482422,70.55325023497079
43.810001373291016,35.781290977297814
20.75,31.11378547388024
30.399999618530273,27.543180482788266
74.36000061035156,61.301789239825716
26.799999237060547,44.29341368332064
15.100000381469727,26.08235448654547
2.4800000190734863,5.357652011834977
48.66999816894531,43.457362991167386
27.3799991607666,38.16004765665778
17.389999389648438,-8.072259112908576
27.110000610351562,30.36912364652172
13.0600004196167,12.704664545878485
63.310001373291016,34.5209144897488
22.100000381469727,35.520560075597814
10.84000015258789,22.723024696866204
46.5099983215332,55.98936324539248
24.469999313354492,28.458080302288444
32.220001220703125,34.21532011814533
29.639999389648438,33.68992462016515
48.29999923706055,46.20801148571377
7.579999923706055,20.892727350141463
35.77000045776367,34.63101266716867
13.09000015258789,44.80432219596683
