dataset,database_name,pipeline,n_train,n_test,n_features,ref_rmse_pls,ref_rmse_paper_ridge,ref_rmse_tabpfn_raw,ref_rmse_tabpfn_opt,ref_rmse_cnn,ref_rmse_catboost,ref_rmse_aom_ridge_curated_best,status,error_message,rmsep,fit_time_s,predict_time_s,selected_operators,relative_rmsep_vs_pls,relative_rmsep_vs_paper_ridge,relative_rmsep_vs_tabpfn_raw,relative_rmsep_vs_tabpfn_opt,relative_rmsep_vs_cnn,relative_rmsep_vs_catboost,relative_rmsep_vs_aom_ridge_curated_best
Biscuit_Sucrose_40_RandomSplit,BISCUIT,PLS-baseline,40,32,700,1.5986900396222972,1.1462177673520162,1.5066320314346833,0.9563602522311316,,1.5124326715988914,0.7737680783652301,OK,,1.9993117175428343,0.0086784838931635,0.0003724409034475,,0.2505937160997056,0.7442686498933178,0.3270073089040852,1.090542463343242,,0.3219178315086457,1.5838643043621778
Biscuit_Sucrose_40_RandomSplit,BISCUIT,AOMPLS-compact,40,32,700,1.5986900396222972,1.1462177673520162,1.5066320314346833,0.9563602522311316,,1.5124326715988914,0.7737680783652301,OK,,1.1649498367043023,2.351341680972837,4.15510730817914e-05,"detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2",-0.2713097549669286,0.0163425047890863,-0.2267854310816793,0.2181077517457919,,-0.2297509445674975,0.5055542730136104
Biscuit_Sucrose_40_RandomSplit,BISCUIT,AOMPLS-compact-with-fck,40,32,700,1.5986900396222972,1.1462177673520162,1.5066320314346833,0.9563602522311316,,1.5124326715988914,0.7737680783652301,OK,,1.1649498367043023,2.6733524829614908,4.910188727080822e-05,"detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2",-0.2713097549669286,0.0163425047890863,-0.2267854310816793,0.2181077517457919,,-0.2297509445674975,0.5055542730136104
Biscuit_Sucrose_40_RandomSplit,BISCUIT,AOMPLS-fck-only,40,32,700,1.5986900396222972,1.1462177673520162,1.5066320314346833,0.9563602522311316,,1.5124326715988914,0.7737680783652301,OK,,1.26139767716314,0.8303507940145209,3.945198841392994e-05,"fck_a2.00_s1.00_k31,fck_a2.00_s1.00_k31,fck_a2.00_s1.00_k31,fck_a2.00_s1.00_k31,fck_a2.00_s1.00_k31,fck_a2.00_s1.00_k31,fck_a2.00_s1.00_k31",-0.2109804615651732,0.1004869345876668,-0.1627699060918146,0.3189566109845887,,-0.1659809386227857,0.6302012352695445
Biscuit_Sucrose_40_RandomSplit,BISCUIT,FCK-AOMPLS-static,40,32,700,1.5986900396222972,1.1462177673520162,1.5066320314346833,0.9563602522311316,,1.5124326715988914,0.7737680783652301,OK,,1.727901550651242,36.74269068893045,0.0032142139971256,"sg_d2_w11_p2,sg_d2_w11_p2",0.0808233665229265,0.5074810388282738,0.1468636764650861,0.806747558381008,,0.1424651047934348,1.2331000708918451
Beer_OriginalExtract_60_KS,BEER,PLS-baseline,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.5043380353348211,0.0021469530183821,0.0001718689454719,,0.3323325291082639,0.3478494781390053,1.0093900019682316,2.8823391781772867,,0.1313729948352555,2.262732041135924
Beer_OriginalExtract_60_KS,BEER,AOMPLS-compact,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.3288731834575111,1.0127195480745286,4.241697024554014e-05,"sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3",-0.1312008820018115,-0.1210824533532564,0.3103007119347452,1.5316298897451557,,-0.2622443432363522,1.1275910162612104
Beer_OriginalExtract_60_KS,BEER,AOMPLS-compact-with-fck,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.3288731834575111,1.926955592934973,6.905605550855398e-05,"sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3",-0.1312008820018115,-0.1210824533532564,0.3103007119347452,1.5316298897451557,,-0.2622443432363522,1.1275910162612104
Beer_OriginalExtract_60_KS,BEER,AOMPLS-fck-only,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.5708900968547254,0.5752061910461634,2.335803583264351e-05,"identity,identity,identity,identity,identity,identity,identity,identity,identity,identity",0.5081461109320433,0.525710664692437,1.274547570224391,3.394649687646708,,0.2806681101724262,2.693279666560376
Beer_OriginalExtract_60_KS,BEER,FCK-AOMPLS-static,40,20,576,0.3785376580667717,0.3741797904845931,0.2509906164760517,0.1299057120433259,,0.4457752108607296,0.1545753770080473,OK,,0.4120567140025492,16.38532821100671,0.0027136940043419,"sg_smooth_w21_p3,sg_smooth_w21_p3,sg_smooth_w21_p3",0.0885488014771438,0.1012265346263154,0.6417215901848892,2.171967633456494,,-0.075640134392118,1.6657331974748946
DIESEL_bp50_246_hlb-a,DIESEL,PLS-baseline,133,113,401,3.3371545038764685,2.7879913509722343,3.4955264046807555,2.941691963741545,9.316116492179855,6.045254390410433,2.6726566204675217,OK,,3.750599550501717,0.0463508670218288,0.0004478470655158,,0.1238914908329797,0.345269435356677,0.0729713114108938,0.2749803843266174,-0.5974074010721045,-0.3795795332531778,0.4033226422650706
DIESEL_bp50_246_hlb-a,DIESEL,AOMPLS-compact,133,113,401,3.3371545038764685,2.7879913509722343,3.4955264046807555,2.941691963741545,9.316116492179855,6.045254390410433,2.6726566204675217,OK,,3.104283833452861,0.6088300459086895,6.91170571371913e-05,"detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2,detrend_d2",-0.0697812073588749,0.1134481577105066,-0.1119266530797745,0.0552715483862271,-0.666783489015121,-0.4864924396933276,0.1614974440337329
DIESEL_bp50_246_hlb-a,DIESEL,AOMPLS-compact-with-fck,133,113,401,3.3371545038764685,2.7879913509722343,3.4955264046807555,2.941691963741545,9.316116492179855,6.045254390410433,2.6726566204675217,OK,,3.065648954849688,1.0302404270041734,6.666500121355057e-05,"fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31,fck_a1.50_s1.00_k31",-0.0813583994122529,0.0995905542463853,-0.1229793170079995,0.0421379915490818,-0.6709305902923114,-0.4928833830859597,0.1470418352184055
