database_name,dataset,task,model,result_label,result_dir,status,status_details,preprocessing_pipeline,balanced_accuracy_CV,balanced_accuracy_MF,balanced_accuracy_test,accuracy_MF,accuracy_test,f1_macro_MF,f1_macro_test,search_mean_score,metric_name,seed,n_splits,best_config_json,best_model_params_json,best_fold_scores_json,trial_values_json,search_results_path,best_config_path,final_predictions_path,fold_predictions_path,mf_source,artifact_best_config_format,artifact_search_results_format,artifact_final_predictions_format
COFFEE_orig,CoffeeType_kenstone70_strat,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat,partial,missing_search_results;missing_fold_test_predictions,,,,0.7619047619047619,,0.7619047619047619,,0.7129251700680272,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat/CoffeeType_kenstone70_strat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/COFFEE_orig/CoffeeType_kenstone70_strat/CoffeeType_kenstone70_strat__final_predictions.csv,,,standard,,standard
COFFEE_sp,Species_56_Bagnall,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/COFFEE_sp/Species_56_Bagnall,partial,missing_search_results;missing_fold_test_predictions,,,,1.0,,1.0,,1.0,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/COFFEE_sp/Species_56_Bagnall/Species_56_Bagnall__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/COFFEE_sp/Species_56_Bagnall/Species_56_Bagnall__final_predictions.csv,,,standard,,standard
FruitPuree,Strawberry2C_983_Holland_Acc94.3,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3,partial,missing_search_results;missing_fold_test_predictions,,,,0.986353852776582,,0.9873817034700315,,0.986353852776582,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3/Strawberry2C_983_Holland_Acc94.3__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FruitPuree/Strawberry2C_983_Holland_Acc94.3/Strawberry2C_983_Holland_Acc94.3__final_predictions.csv,,,standard,,standard
FUSARIUM,FinalScoreBin_grp70_30_classStrat,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat,partial,missing_search_results;missing_fold_test_predictions,,,,0.7182692307692308,,0.7373737373737373,,0.7209756097560975,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat/FinalScoreBin_grp70_30_classStrat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FUSARIUM/FinalScoreBin_grp70_30_classStrat/FinalScoreBin_grp70_30_classStrat__final_predictions.csv,,,standard,,standard
FUSARIUM,ScoreBin_grp70_30_classStrat,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat,partial,missing_search_results;missing_fold_test_predictions,,,,0.6619022869022869,,0.8235294117647058,,0.6850405757158169,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat/ScoreBin_grp70_30_classStrat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/FUSARIUM/ScoreBin_grp70_30_classStrat/ScoreBin_grp70_30_classStrat__final_predictions.csv,,,standard,,standard
MALARIA,Oocist2C_333_Maia_Acc87.6,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6,partial,missing_search_results;missing_fold_test_predictions,,,,0.5094339622641509,,0.5094339622641509,,0.5087344028520498,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6/Oocist2C_333_Maia_Acc87.6__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MALARIA/Oocist2C_333_Maia_Acc87.6/Oocist2C_333_Maia_Acc87.6__final_predictions.csv,,,standard,,standard
MALARIA,Sporozoite2C_229_Maia_Acc94.5,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5,partial,missing_search_results;missing_fold_test_predictions,,,,0.594532279314888,,0.5494505494505495,,0.5265829209491182,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5/Sporozoite2C_229_Maia_Acc94.5__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MALARIA/Sporozoite2C_229_Maia_Acc94.5/Sporozoite2C_229_Maia_Acc94.5__final_predictions.csv,,,standard,,standard
MILK,labels_kenstone70_strat,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MILK/labels_kenstone70_strat,partial,missing_search_results;missing_fold_test_predictions,,,,1.0,,1.0,,1.0,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MILK/labels_kenstone70_strat/labels_kenstone70_strat__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/MILK/labels_kenstone70_strat/labels_kenstone70_strat__final_predictions.csv,,,standard,,standard
PISTACIA,Species_code_grpStrat70_30_bySpecimen,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen,partial,missing_search_results;missing_fold_test_predictions,,,,0.716006150712033,,0.8067567567567567,,0.728709502873097,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen/Species_code_grpStrat70_30_bySpecimen__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/PISTACIA/Species_code_grpStrat70_30_bySpecimen/Species_code_grpStrat70_30_bySpecimen__final_predictions.csv,,,standard,,standard
Wood_Sustainability,C2_511_Davrieux_Acc82,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82,partial,missing_search_results;missing_fold_test_predictions,,,,0.8544592696629214,,0.8562091503267973,,0.8528846153846155,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82/C2_511_Davrieux_Acc82__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/Wood_Sustainability/C2_511_Davrieux_Acc82/C2_511_Davrieux_Acc82__final_predictions.csv,,,standard,,standard
Wood_Sustainability,C5_511_Davrieux_Acc82,classification,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82,partial,missing_search_results;missing_fold_test_predictions,,,,0.5307389937106918,,0.7647058823529411,,0.491002331002331,,balanced_accuracy,42.0,,,,,,,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82/C5_511_Davrieux_Acc82__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_classif_final/Wood_Sustainability/C5_511_Davrieux_Acc82/C5_511_Davrieux_Acc82__final_predictions.csv,,,standard,,standard
