database_name,dataset,task,model,result_label,result_dir,status,status_details,preprocessing_pipeline,RMSECV,RMSE_MF,RMSEP,MAE_test,r2_test,search_mean_score,seed,n_splits,best_config_json,best_model_params_json,best_fold_scores_json,trial_values_json,search_results_path,best_config_path,final_predictions_path,fold_predictions_path,rmse_mf_source,artifact_best_config_format,artifact_search_results_format,artifact_final_predictions_format
ALPINE,ALPINE_P_291_KS,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.059592924359660945,0.059592924359660945,0.059592924359660945,0.041523071249999995,0.6521408788342908,0.0595929243596609,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.059592924359660945],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/ALPINE_P_291_KS__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/ALPINE_P_291_KS__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/ALPINE_P_291_KS__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,5.561677568553957,5.561677568553957,5.561677568553957,2.9399739251700683,0.7952050947013154,5.561677568553957,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[5.561677568553957],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_CaO_SPXY_strat_Manure_type__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_CaO_SPXY_strat_Manure_type__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_CaO_SPXY_strat_Manure_type__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,2.6794924408313463,2.6794924408313463,2.6794924408313463,2.017442893877551,0.8091823696781881,2.6794924408313463,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[2.6794924408313463],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_K2O_SPXY_strat_Manure_type__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_K2O_SPXY_strat_Manure_type__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_K2O_SPXY_strat_Manure_type__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.7834426914589188,0.7834426914589188,0.7834426914589188,0.5158474748299319,0.8899342376121536,0.7834426914589188,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.7834426914589188],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_MgO_SPXY_strat_Manure_type__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_MgO_SPXY_strat_Manure_type__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_MgO_SPXY_strat_Manure_type__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,2.3950313126089853,2.3950313126089853,2.3950313126089853,1.5570199857142855,0.8926321639996423,2.3950313126089853,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[2.3950313126089853],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_P2O5_SPXY_strat_Manure_type__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_P2O5_SPXY_strat_Manure_type__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_P2O5_SPXY_strat_Manure_type__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,1.7949795973712188,1.7949795973712188,1.7949795973712188,1.174148869387755,0.9366605196373267,1.7949795973712188,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[1.7949795973712188],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_Total_N_SPXY_strat_Manure_type__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_Total_N_SPXY_strat_Manure_type__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/All_manure_Total_N_SPXY_strat_Manure_type__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,3.4195867941291915,3.4195867941291915,3.4195867941291915,2.9063866392941176,0.0882734440156473,3.4195867941291915,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[3.4195867941291915],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_ASD__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_ASD__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_ASD__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,4.010255503725023,4.010255503725023,4.010255503725023,2.9876869124285714,0.025787402757294187,4.010255503725023,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[4.010255503725023],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_MicroNIR__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_MicroNIR__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_MicroNIR__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,4.005316833851728,4.005316833851728,4.005316833851728,2.9453823525428575,0.02818543041849919,4.005316833851728,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[4.005316833851728],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,4.374574398786281,4.374574398786281,4.374574398786281,3.322444474297297,-0.05761162240012152,4.374574398786281,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[4.374574398786281],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_NeoSpectra__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_NeoSpectra__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/An_spxyG70_30_byCultivar_NeoSpectra__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
BEEFMARBLING,Beef_Marbling_RandomSplit,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,66.26015325958707,66.26015325958707,66.26015325958707,50.3530935971223,0.5548841062018217,66.26015325958707,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[66.26015325958707],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beef_Marbling_RandomSplit__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beef_Marbling_RandomSplit__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beef_Marbling_RandomSplit__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
BEER,Beer_OriginalExtract_60_KS,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.25099061647605175,0.25099061647605175,0.25099061647605175,0.1776268050000001,0.9753820613661338,0.2509906164760517,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.25099061647605175],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beer_OriginalExtract_60_KS__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beer_OriginalExtract_60_KS__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beer_OriginalExtract_60_KS__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
BEER,Beer_OriginalExtract_60_YbaseSplit,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.22486128391438479,0.22486128391438479,0.22486128391438479,0.14653762500000003,0.9915113906859737,0.2248612839143847,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.22486128391438479],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beer_OriginalExtract_60_YbaseSplit__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beer_OriginalExtract_60_YbaseSplit__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Beer_OriginalExtract_60_YbaseSplit__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
BISCUIT,Biscuit_Fat_40_RandomSplit,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.4025310266762831,0.4025310266762831,0.4025310266762831,0.3225402499999999,0.958603575842291,0.4025310266762831,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.4025310266762831],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Biscuit_Fat_40_RandomSplit__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Biscuit_Fat_40_RandomSplit__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Biscuit_Fat_40_RandomSplit__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
BISCUIT,Biscuit_Sucrose_40_RandomSplit,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,1.5066320314346833,1.5066320314346833,1.5066320314346833,1.1048110000000002,0.8502589152294661,1.5066320314346833,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[1.5066320314346833],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Biscuit_Sucrose_40_RandomSplit__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Biscuit_Sucrose_40_RandomSplit__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Biscuit_Sucrose_40_RandomSplit__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
PEACH,Brix_spxy70,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.7698634434844062,0.7698634434844062,0.7698634434844062,0.54833,-0.2879212270323763,0.7698634434844062,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.7698634434844062],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Brix_spxy70__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Brix_spxy70__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Brix_spxy70__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
COLZA,C_woOutlier,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.838604593642227,0.838604593642227,0.838604593642227,0.507820388751034,0.9101219395117899,0.838604593642227,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.838604593642227],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/C_woOutlier__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/C_woOutlier__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/C_woOutlier__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,32.423696411112154,32.423696411112154,32.423696411112154,4.523698643489471,-162.33870237564537,32.423696411112154,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[32.423696411112154],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Ccar_spxyG_block2deg__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Ccar_spxyG_block2deg__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Ccar_spxyG_block2deg__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,59.89801078051081,59.89801078051081,59.89801078051081,15.328154796766114,-21.675233196851046,59.89801078051081,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[59.89801078051081],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Chla+b_spxyG_block2deg__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Chla+b_spxyG_block2deg__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Chla+b_spxyG_block2deg__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
ECOSIS_LeafTraits,Chla+b_spxyG_species,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,60.69883695501996,60.69883695501996,60.69883695501996,11.766714542097581,-14.371884306127093,60.69883695501996,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[60.69883695501996],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Chla+b_spxyG_species__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Chla+b_spxyG_species__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Chla+b_spxyG_species__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.11022933227205513,0.11022933227205513,0.11022933227205513,0.08928200625000005,0.5980209640395141,0.1102293322720551,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.11022933227205513],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Corn_Oil_80_ZhengChenPelegYbaseSplit__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Corn_Oil_80_ZhengChenPelegYbaseSplit__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Corn_Oil_80_ZhengChenPelegYbaseSplit__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,regression,TabPFN-Raw,TabPFN-Raw,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible,ok,,None,0.49745135899911047,0.49745135899911047,0.49745135899911047,0.40000168750000054,0.6106068238101972,0.4974513589991104,42.0,1.0,"{""pca"": ""None"", ""scatter"": ""None"", ""shape"": ""None""}","{""device"": ""cpu"", ""model_path"": ""tabpfn-v2.5-regressor-v2.5_real.ckpt"", ""n_estimators"": 16, ""source"": ""converted_from_tabpfn_raw""}",[0.49745135899911047],,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Corn_Starch_80_ZhengChenPelegYbaseSplit__search_results.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Corn_Starch_80_ZhengChenPelegYbaseSplit__best_config.json,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/Corn_Starch_80_ZhengChenPelegYbaseSplit__final_predictions.csv,/home/robinr/Desktop/VSCode/CIRAD_PhD_Robin/Results/tabpfn_raw_master_compatible/all_predictions.parquet,all_predictions.parquet,legacy,legacy_csv,legacy
